Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,SatisfactionScore,LoyaltyIndex,WorkloadScore,CareerGrowthRate,OverTimeRisk,TenureStabilityIndex,OverTimeXSatisfaction,StagnationRisk,IncomeVsExperience,DistanceXOverTime
32,Travel_Rarely,548,Research & Development,1,Bachelor,Life Sciences,Medium,Male,66,High,2,Research Scientist,Medium,Married,6220,7346,1,No,17,Excellent,Medium,2,10.0,3,Better,10,4,0,9,565.4545454545455,2.25,0.8181818181818182,9,0.9090909090909091,0,5.0,0,0.0,565.4545454545455,0
53,Travel_Rarely,661,Sales,7,College,Marketing,Low,Female,78,Medium,3,Sales Executive,Very High,Married,10934,20715,7,Yes,18,Excellent,Very High,1,28.5,3,Better,5,2,0,4,1822.3333333333333,3.0,0.13559322033898305,6,0.8333333333333334,1,3.5625,1,0.0,370.64406779661016,7
27,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,Medium,Male,41,High,1,Research Scientist,Medium,Married,2226,6073,1,No,11,Excellent,High,1,6.0,3,Good,5,3,1,2,371.0,2.25,0.2857142857142857,9,0.6666666666666666,0,3.0,0,0.16666666666666666,318.0,0
31,Travel_Rarely,828,Sales,2,Below College,Life Sciences,Medium,Male,77,High,2,Sales Executive,Very High,Single,6582,8346,4,Yes,13,Excellent,High,0,10.0,2,Best,6,5,0,5,940.2857142857143,3.25,0.45454545454545453,6,0.8571428571428571,1,2.0,1,0.0,598.3636363636364,2
36,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Very High,Female,63,High,3,Healthcare Representative,High,Married,7094,5747,3,No,12,Excellent,Low,0,10.0,0,Better,7,7,1,7,886.75,2.75,0.6363636363636364,0,0.75,0,2.5,0,0.125,644.9090909090909,0
35,Travel_Rarely,763,Sales,15,College,Medical,Low,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,Excellent,Very High,2,7.0,2,Good,2,2,2,2,1813.3333333333333,2.75,0.25,2,0.0,1,1.0,1,0.6666666666666666,680.0,15
42,Travel_Rarely,557,Research & Development,18,Master,Life Sciences,Very High,Male,35,High,2,Research Scientist,Low,Divorced,5410,11189,6,Yes,17,Excellent,High,1,9.0,3,Good,4,3,1,2,1082.0,2.5,0.2,9,0.6,1,1.2857142857142858,4,0.2,541.0,18
41,Travel_Rarely,918,Sales,6,Bachelor,Marketing,Very High,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,No,12,Excellent,Medium,0,10.0,3,Better,10,8,8,7,840.0909090909091,3.0,0.6363636363636364,9,0.18181818181818182,0,5.0,0,0.7272727272727273,840.0909090909091,0
45,Travel_Frequently,306,Sales,26,Master,Life Sciences,Low,Female,100,High,2,Sales Executive,Low,Married,4286,5630,2,No,14,Excellent,Very High,2,5.0,4,Better,1,1,0,0,2143.0,2.25,0.0,12,0.5,0,1.6666666666666667,0,0.0,714.3333333333334,0
38,Travel_Frequently,888,Human Resources,10,Master,Human Resources,High,Male,71,High,2,Human Resources,High,Married,6077,14814,3,No,11,Excellent,High,0,10.0,2,Better,6,3,1,2,868.1428571428571,3.0,0.18181818181818182,6,0.7142857142857143,0,2.5,0,0.14285714285714285,552.4545454545455,0
32,Travel_Frequently,379,Sales,5,College,Life Sciences,Medium,Male,48,High,2,Sales Executive,Medium,Married,6524,8891,1,No,14,Excellent,Very High,1,10.0,3,Better,10,8,5,3,593.0909090909091,2.75,0.2727272727272727,9,0.45454545454545453,0,5.0,0,0.45454545454545453,593.0909090909091,0
38,Travel_Rarely,1153,Research & Development,6,College,Other,Very High,Female,40,Medium,1,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,Medium,1,5.0,3,Better,5,4,0,4,617.0,3.0,0.6666666666666666,6,0.8333333333333334,0,2.5,0,0.0,617.0,0
26,Travel_Rarely,572,Sales,10,Bachelor,Medical,High,Male,46,High,2,Sales Executive,Very High,Single,4684,9125,1,No,13,Excellent,Low,0,5.0,4,Better,5,3,1,2,780.6666666666666,2.75,0.3333333333333333,12,0.6666666666666666,0,2.5,0,0.16666666666666666,780.6666666666666,0
41,Travel_Rarely,1102,Sales,1,College,Life Sciences,Medium,Female,94,High,2,Sales Executive,Very High,Single,5993,19479,8,Yes,11,Excellent,Low,0,8.0,0,Bad,6,4,0,5,856.1428571428571,2.0,0.5555555555555556,0,0.8571428571428571,1,0.8888888888888888,1,0.0,665.8888888888889,1
37,Travel_Rarely,342,Sales,16,Master,Marketing,Very High,Male,66,Medium,2,Sales Executive,High,Divorced,6334,24558,4,No,19,Excellent,Very High,2,9.0,2,Better,1,0,0,0,3167.0,3.5,0.0,4,0.5,0,1.8,0,0.0,633.4,0
29,Travel_Rarely,332,Human Resources,17,Bachelor,Other,Medium,Male,51,Medium,3,Human Resources,Low,Single,7988,9769,1,No,13,Excellent,Low,0,10.0,3,Good,10,9,0,9,726.1818181818181,1.5,0.8181818181818182,6,0.9090909090909091,0,5.0,0,0.0,726.1818181818181,0
44,Travel_Rarely,1315,Research & Development,3,Master,Other,Very High,Male,35,High,5,Manager,Very High,Married,16581,9358,4,Yes,12,Excellent,Low,1,26.0,2,Best,2,2,0,1,5527.0,3.25,0.037037037037037035,6,0.6666666666666666,1,5.2,1,0.0,614.1111111111111,3
31,Travel_Rarely,1079,Sales,16,Master,Marketing,Low,Male,70,High,3,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,Low,3,10.0,2,Better,1,0,0,0,4080.5,2.0,0.0,6,0.5,0,3.3333333333333335,0,0.0,741.9090909090909,0
48,Travel_Rarely,626,Research & Development,1,College,Life Sciences,Low,Male,98,Medium,3,Laboratory Technician,High,Single,5381,19294,9,Yes,13,Excellent,Very High,0,23.0,2,Better,1,0,0,0,2690.5,2.75,0.0,4,0.5,1,2.3,2,0.0,224.20833333333334,1
32,Travel_Rarely,929,Sales,10,Bachelor,Marketing,Very High,Male,55,High,2,Sales Executive,Very High,Single,5396,21703,1,No,12,Excellent,Very High,0,10.0,2,Good,10,7,0,8,490.54545454545456,3.5,0.7272727272727273,6,0.9090909090909091,0,5.0,0,0.0,490.54545454545456,0
56,Non-Travel,667,Research & Development,1,Master,Life Sciences,High,Male,57,High,2,Healthcare Representative,High,Divorced,6306,26236,1,No,21,Outstanding,Low,1,13.0,2,Good,13,12,1,9,450.42857142857144,2.25,0.6428571428571429,6,0.8571428571428571,0,6.5,0,0.07142857142857142,450.42857142857144,0
36,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,High,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,21,Outstanding,High,1,17.0,2,Better,7,7,7,7,1281.5,2.5,0.3888888888888889,2,0.0,1,5.666666666666667,4,0.875,569.5555555555555,1
19,Non-Travel,504,Research & Development,10,Bachelor,Medical,Low,Female,96,Medium,1,Research Scientist,Medium,Single,1859,6148,1,Yes,25,Outstanding,Medium,0,1.0,2,Best,1,1,0,0,929.5,2.25,0.0,4,0.5,1,0.5,3,0.0,929.5,10
24,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,High,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,No,16,Excellent,Very High,1,5.0,1,Better,5,3,0,4,733.5,3.25,0.6666666666666666,4,0.8333333333333334,0,2.5,0,0.0,733.5,0
36,Non-Travel,1434,Sales,8,Master,Life Sciences,Low,Male,76,Medium,3,Sales Executive,Low,Single,7587,14229,1,No,15,Excellent,Medium,0,10.0,1,Better,10,7,0,9,689.7272727272727,1.75,0.8181818181818182,2,0.9090909090909091,0,5.0,0,0.0,689.7272727272727,0
25,Travel_Rarely,1372,Sales,18,Below College,Life Sciences,Low,Male,93,Very High,2,Sales Executive,High,Married,6232,12477,2,No,11,Excellent,Medium,0,6.0,3,Good,3,2,1,2,1558.0,2.0,0.2857142857142857,12,0.5,0,2.0,0,0.25,890.2857142857143,0
29,Travel_Rarely,352,Human Resources,6,Below College,Medical,Very High,Male,87,Medium,1,Human Resources,Medium,Married,2804,15434,1,No,11,Excellent,Very High,0,1.0,3,Better,1,0,0,0,1402.0,3.25,0.0,6,0.5,0,0.5,0,0.0,1402.0,0
36,Travel_Rarely,132,Research & Development,6,Bachelor,Life Sciences,Medium,Female,55,Very High,1,Laboratory Technician,Very High,Married,3038,22002,3,No,12,Excellent,Medium,0,5.0,3,Better,1,0,0,0,1519.0,2.75,0.0,12,0.5,0,1.25,0,0.0,506.3333333333333,0
29,Travel_Rarely,1090,Sales,10,Bachelor,Marketing,Very High,Male,83,High,1,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Excellent,Very High,2,2.0,2,Better,2,2,2,2,765.6666666666666,3.25,0.6666666666666666,6,0.0,0,1.0,0,0.6666666666666666,765.6666666666666,0
24,Travel_Rarely,1353,Sales,3,College,Other,Low,Female,33,High,2,Sales Executive,High,Married,4999,17519,0,No,21,Outstanding,Low,1,4.0,2,Good,3,2,0,2,1249.75,1.75,0.4,6,0.75,0,4.0,0,0.0,999.8,0
32,Travel_Rarely,267,Research & Development,29,Master,Life Sciences,High,Female,49,Medium,1,Laboratory Technician,Medium,Single,2837,15919,1,No,13,Excellent,High,0,6.0,3,Better,6,2,4,1,405.2857142857143,2.75,0.14285714285714285,6,0.2857142857142857,0,3.0,0,0.5714285714285714,405.2857142857143,0
39,Non-Travel,105,Research & Development,9,Bachelor,Life Sciences,Very High,Male,87,High,5,Manager,Very High,Single,16581,15302,2,No,13,Excellent,High,0,21.0,3,Good,6,0,1,3,2368.714285714286,3.25,0.13636363636363635,9,0.7142857142857143,0,7.0,0,0.14285714285714285,753.6818181818181,0
41,Travel_Rarely,1206,Sales,23,College,Life Sciences,Very High,Male,80,High,3,Sales Executive,High,Single,7082,11591,3,Yes,16,Excellent,Very High,0,21.0,2,Better,2,0,0,2,2360.6666666666665,3.5,0.09090909090909091,6,0.6666666666666666,1,5.25,2,0.0,321.90909090909093,23
46,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,Very High,Male,52,High,5,Research Director,Medium,Married,16581,10849,5,No,11,Excellent,Low,1,25.0,2,Better,4,2,0,3,3316.2,2.5,0.11538461538461539,6,0.8,0,4.166666666666667,0,0.0,637.7307692307693,0
29,Travel_Rarely,318,Research & Development,8,Master,Other,Medium,Male,77,Low,1,Laboratory Technician,Low,Married,2119,4759,1,Yes,11,Excellent,Very High,0,7.0,4,Good,7,7,0,7,264.875,2.25,0.875,4,0.875,1,3.5,4,0.0,264.875,8
31,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,3,Healthcare Representative,High,Married,9824,22908,3,No,12,Excellent,Low,0,12.0,2,Better,1,0,0,0,4912.0,2.0,0.0,6,0.5,0,3.0,0,0.0,755.6923076923077,0
47,Travel_Rarely,571,Sales,14,Bachelor,Medical,High,Female,78,High,2,Sales Executive,High,Married,4591,24200,3,Yes,17,Excellent,High,1,11.0,4,Good,5,4,1,2,765.1666666666666,2.75,0.16666666666666666,12,0.6666666666666666,1,2.75,2,0.16666666666666666,382.5833333333333,14
28,Travel_Rarely,890,Research & Development,2,Master,Medical,High,Male,46,High,1,Research Scientist,High,Single,4382,16374,6,No,17,Excellent,Very High,0,5.0,3,Good,2,2,2,1,1460.6666666666667,3.0,0.16666666666666666,9,0.0,0,0.7142857142857143,0,0.6666666666666666,730.3333333333334,0
44,Non-Travel,489,Research & Development,23,Bachelor,Medical,Medium,Male,67,High,2,Laboratory Technician,Medium,Married,2042,25043,4,No,12,Excellent,High,1,17.0,3,Best,3,2,1,2,510.5,2.75,0.1111111111111111,9,0.5,0,3.4,0,0.25,113.44444444444444,0
39,Travel_Rarely,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,1,Laboratory Technician,Low,Married,2404,4303,7,Yes,21,Outstanding,Very High,0,8.0,2,Bad,2,2,2,2,801.3333333333334,2.5,0.2222222222222222,6,0.0,1,1.0,4,0.6666666666666666,267.1111111111111,6
30,Non-Travel,829,Research & Development,1,Below College,Life Sciences,High,Male,88,Medium,3,Manufacturing Director,High,Single,8474,20925,1,No,22,Outstanding,High,0,12.0,2,Better,11,8,5,8,706.1666666666666,3.0,0.6153846153846154,4,0.5,0,6.0,0,0.4166666666666667,651.8461538461538,0
59,Travel_Rarely,818,Human Resources,6,College,Medical,Medium,Male,52,High,1,Human Resources,High,Married,2267,25657,8,No,17,Excellent,Very High,0,7.0,2,Good,2,2,2,2,755.6666666666666,2.75,0.25,6,0.0,0,0.7777777777777778,0,0.6666666666666666,283.375,0
28,Travel_Rarely,895,Research & Development,15,College,Life Sciences,Low,Male,50,High,1,Laboratory Technician,High,Divorced,2207,22482,1,No,16,Excellent,Very High,1,4.0,5,Good,4,2,2,2,441.4,2.5,0.4,15,0.4,0,2.0,0,0.4,441.4,0
39,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,High,Male,70,High,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,Excellent,High,0,9.0,2,Good,5,4,0,3,1130.3333333333333,2.5,0.3,6,0.8333333333333334,0,0.9,0,0.0,678.2,0
50,Travel_Rarely,316,Sales,8,Master,Marketing,Very High,Male,54,High,1,Sales Representative,Medium,Married,3875,9983,7,No,15,Excellent,Very High,1,4.0,2,Better,2,2,2,2,1291.6666666666667,3.25,0.4,6,0.0,0,0.5,0,0.6666666666666666,775.0,0
44,Travel_Rarely,1448,Sales,28,Bachelor,Medical,Very High,Female,53,Very High,4,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Excellent,High,1,23.0,2,Better,12,11,11,11,1024.6153846153845,3.5,0.4583333333333333,8,0.07692307692307693,1,5.75,1,0.8461538461538461,555.0,28
33,Travel_Frequently,827,Research & Development,29,Master,Medical,Low,Female,54,Medium,2,Research Scientist,High,Single,4508,3129,1,No,22,Outstanding,Medium,0,14.0,4,Better,13,7,3,8,322.0,2.25,0.5333333333333333,8,0.7142857142857143,0,7.0,0,0.21428571428571427,300.53333333333336,0
50,Travel_Rarely,1452,Research & Development,11,Bachelor,Life Sciences,High,Female,53,High,5,Manager,Medium,Single,16581,17053,3,No,15,Excellent,Medium,0,21.0,5,Better,5,4,4,4,2763.5,2.5,0.18181818181818182,15,0.16666666666666666,0,5.25,0,0.6666666666666666,753.6818181818181,0
19,Travel_Frequently,602,Sales,1,Below College,Technical Degree,High,Female,100,Low,1,Sales Representative,Low,Single,2325,20989,0,No,21,Outstanding,Low,0,1.0,5,Best,0,0,0,0,2325.0,2.25,0.0,5,0.0,0,1.0,0,0.0,1162.5,0
42,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,Very High,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1,Yes,21,Outstanding,Very High,1,10.0,5,Good,10,9,5,8,673.2727272727273,2.75,0.7272727272727273,15,0.45454545454545453,1,5.0,4,0.45454545454545453,673.2727272727273,24
38,Travel_Rarely,1245,Sales,14,Bachelor,Life Sciences,High,Male,80,High,2,Sales Executive,Medium,Married,9924,12355,0,No,11,Excellent,Very High,1,10.0,3,Better,9,8,7,7,992.4,3.0,0.6363636363636364,9,0.2,0,10.0,0,0.7,902.1818181818181,0
50,Travel_Rarely,854,Sales,1,Master,Medical,Very High,Female,68,High,5,Manager,Very High,Divorced,16581,24118,3,No,11,Excellent,High,1,28.5,3,Good,7,0,0,6,2072.625,3.25,0.2033898305084746,9,0.875,0,7.125,0,0.0,562.0677966101695,0
23,Travel_Rarely,650,Research & Development,9,Below College,Medical,Medium,Male,37,High,1,Laboratory Technician,Low,Married,2500,4344,1,No,14,Excellent,Very High,1,5.0,2,Best,4,3,0,2,500.0,2.75,0.3333333333333333,6,0.8,0,2.5,0,0.0,416.6666666666667,0
29,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,62,High,2,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,Low,1,6.0,5,Good,6,0,1,2,794.4285714285714,2.0,0.2857142857142857,15,0.7142857142857143,0,3.0,0,0.14285714285714285,794.4285714285714,0
31,Travel_Rarely,1154,Sales,2,College,Life Sciences,Low,Male,54,High,1,Sales Representative,High,Married,3067,6393,0,No,19,Excellent,High,1,3.0,1,Better,2,2,1,2,1022.3333333333334,2.5,0.5,3,0.3333333333333333,0,3.0,0,0.3333333333333333,766.75,0
33,Travel_Rarely,924,Research & Development,2,Bachelor,Medical,High,Male,78,High,1,Laboratory Technician,Very High,Single,2496,6670,4,No,11,Excellent,Very High,0,7.0,3,Better,1,1,0,0,1248.0,3.5,0.0,9,0.5,0,1.4,0,0.0,312.0,0
29,Travel_Frequently,574,Research & Development,20,Below College,Medical,Very High,Male,40,High,1,Laboratory Technician,Very High,Married,3812,7003,1,No,13,Excellent,Medium,0,11.0,3,Best,11,8,3,10,317.6666666666667,3.5,0.8333333333333334,9,0.6666666666666666,0,5.5,0,0.25,317.6666666666667,0
29,Travel_Rarely,469,Sales,10,Bachelor,Medical,High,Male,42,Medium,2,Sales Executive,High,Single,5869,23413,9,No,11,Excellent,High,0,8.0,2,Better,5,2,1,4,978.1666666666666,3.0,0.4444444444444444,4,0.6666666666666666,0,0.8,0,0.16666666666666666,652.1111111111111,0
45,Travel_Rarely,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,1,Research Scientist,Very High,Single,3452,9752,5,No,13,Excellent,Medium,0,9.0,2,Good,6,5,0,3,493.14285714285717,2.75,0.3,6,0.8571428571428571,0,1.5,0,0.0,345.2,0
45,Travel_Rarely,252,Research & Development,1,Bachelor,Other,High,Male,70,Very High,5,Manager,Very High,Married,16581,15970,0,No,11,Excellent,High,1,25.0,2,Better,18,0,1,7,872.6842105263158,3.25,0.2692307692307692,8,0.8947368421052632,0,25.0,0,0.05263157894736842,637.7307692307693,0
36,Travel_Frequently,1302,Research & Development,6,Master,Life Sciences,Low,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,19711,3,Yes,13,Excellent,Very High,1,9.0,3,Better,3,2,0,2,1390.5,2.25,0.2,12,0.75,1,2.25,4,0.0,556.2,6
37,Travel_Rarely,1115,Research & Development,1,Master,Life Sciences,Low,Male,51,Medium,2,Manufacturing Director,High,Divorced,5993,2689,1,No,18,Excellent,High,1,7.0,2,Best,7,5,0,7,749.125,2.75,0.875,4,0.875,0,3.5,0,0.0,749.125,0
32,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,Very High,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,Low,0,1.0,2,Better,1,0,0,0,696.5,2.5,0.0,6,0.5,0,0.5,0,0.0,696.5,0
24,Travel_Frequently,381,Research & Development,9,Bachelor,Medical,Medium,Male,89,High,1,Laboratory Technician,Low,Single,3172,16998,2,Yes,11,Excellent,High,0,4.0,2,Good,0,0,0,0,3172.0,2.0,0.0,6,0.0,1,1.3333333333333333,4,0.0,634.4,9
28,Travel_Rarely,1117,Research & Development,8,College,Life Sciences,Very High,Female,66,High,1,Research Scientist,Very High,Single,3310,4488,1,No,21,Outstanding,Very High,0,5.0,3,Better,5,3,0,2,551.6666666666666,3.75,0.3333333333333333,9,0.8333333333333334,0,2.5,0,0.0,551.6666666666666,0
34,Non-Travel,967,Research & Development,16,Master,Technical Degree,Very High,Male,85,Low,1,Research Scientist,Low,Married,2307,14460,1,Yes,23,Outstanding,Medium,1,5.0,2,Better,5,2,3,0,384.5,2.5,0.0,2,0.3333333333333333,1,2.5,4,0.5,384.5,16
29,Travel_Rarely,598,Research & Development,9,Bachelor,Life Sciences,High,Male,91,Very High,1,Research Scientist,High,Married,2451,22376,6,No,18,Excellent,Low,2,5.0,2,Good,1,0,0,0,1225.5,2.25,0.0,8,0.5,0,0.7142857142857143,0,0.0,408.5,0
45,Travel_Rarely,788,Human Resources,24,Master,Medical,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,8318,1,No,16,Excellent,Low,0,6.0,3,Better,6,3,0,4,311.0,2.0,0.5714285714285714,9,0.8571428571428571,0,3.0,0,0.0,311.0,0
30,Non-Travel,879,Research & Development,9,College,Medical,High,Female,72,High,2,Manufacturing Director,High,Single,4695,12858,7,Yes,18,Excellent,High,0,10.0,3,Better,8,4,1,7,521.6666666666666,3.0,0.6363636363636364,9,0.7777777777777778,1,1.25,2,0.1111111111111111,426.8181818181818,9
24,Travel_Rarely,813,Research & Development,1,Bachelor,Medical,Medium,Male,61,High,1,Research Scientist,Very High,Married,2293,3020,2,Yes,16,Excellent,Low,1,6.0,2,Good,2,0,2,0,764.3333333333334,2.25,0.0,6,0.0,1,2.0,1,0.6666666666666666,327.57142857142856,1
31,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,High,Male,42,Medium,1,Research Scientist,Medium,Single,2657,7551,0,Yes,16,Excellent,Very High,0,3.0,5,Better,2,2,2,2,885.6666666666666,3.0,0.5,10,0.0,1,3.0,3,0.6666666666666666,664.25,9
54,Travel_Rarely,1147,Sales,3,Bachelor,Marketing,Very High,Female,52,High,2,Sales Executive,Low,Married,5940,17011,2,No,14,Excellent,Very High,1,16.0,4,Better,6,2,0,5,848.5714285714286,3.0,0.29411764705882354,12,0.8571428571428571,0,5.333333333333333,0,0.0,349.4117647058824,0
37,Travel_Rarely,228,Sales,6,Master,Medical,High,Male,98,High,2,Sales Executive,Very High,Married,6502,22825,4,No,14,Excellent,Medium,1,7.0,5,Best,5,4,0,1,1083.6666666666667,3.25,0.125,15,0.8333333333333334,0,1.4,0,0.0,812.75,0
35,Travel_Rarely,464,Research & Development,4,College,Other,High,Male,75,High,1,Laboratory Technician,Very High,Divorced,1951,10910,1,No,12,Excellent,High,1,1.0,3,Better,1,0,0,0,975.5,3.25,0.0,9,0.5,0,0.5,0,0.0,975.5,0
60,Travel_Rarely,370,Research & Development,1,Master,Medical,High,Male,92,Low,3,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Outstanding,High,1,19.0,2,Best,1,0,0,0,5441.5,3.5,0.0,2,0.5,0,4.75,0,0.0,544.15,0
36,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,High,Male,60,Low,1,Laboratory Technician,High,Divorced,2741,6865,1,No,14,Excellent,High,1,7.0,4,Better,7,7,1,7,342.625,3.0,0.875,4,0.75,0,3.5,0,0.125,342.625,0
39,Travel_Rarely,722,Sales,24,Below College,Marketing,Medium,Female,60,Medium,4,Sales Executive,Very High,Married,12031,8828,0,No,11,Excellent,Low,1,21.0,2,Good,18,9,9,6,633.2105263157895,2.25,0.2727272727272727,4,0.47368421052631576,0,21.0,0,0.47368421052631576,546.8636363636364,0
29,Travel_Rarely,153,Research & Development,15,College,Life Sciences,Very High,Female,49,Medium,2,Laboratory Technician,High,Single,4193,12682,0,Yes,12,Excellent,Very High,0,10.0,3,Better,9,5,0,8,419.3,3.5,0.7272727272727273,6,0.9,1,10.0,2,0.0,381.1818181818182,15
27,Travel_Rarely,1115,Research & Development,3,Master,Medical,Low,Male,54,Medium,1,Research Scientist,Very High,Single,2045,15174,0,No,13,Excellent,Very High,0,5.0,0,Better,4,2,1,1,409.0,3.0,0.16666666666666666,0,0.6,0,5.0,0,0.2,340.8333333333333,0
38,Travel_Rarely,770,Sales,10,Master,Marketing,High,Male,73,Medium,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,Excellent,Medium,2,9.0,2,Better,8,7,2,7,971.1111111111111,2.75,0.7,4,0.6666666666666666,1,9.0,2,0.2222222222222222,874.0,10
42,Travel_Frequently,458,Research & Development,26,Doctor,Medical,Low,Female,60,High,3,Research Director,Low,Married,13191,23281,3,Yes,17,Excellent,High,0,20.0,6,Better,1,0,0,0,6595.5,2.0,0.0,18,0.5,1,5.0,4,0.0,628.1428571428571,26
59,Travel_Rarely,1324,Research & Development,3,Bachelor,Medical,High,Female,81,Very High,1,Laboratory Technician,Low,Married,2670,9964,4,Yes,20,Outstanding,Low,3,12.0,3,Good,1,0,0,0,1335.0,1.75,0.0,12,0.5,1,2.4,4,0.0,205.3846153846154,3
42,Travel_Rarely,469,Research & Development,2,College,Medical,Very High,Male,35,High,4,Manager,Low,Married,16581,14399,0,No,17,Excellent,Very High,1,23.0,3,Better,18,6,13,7,872.6842105263158,3.0,0.2916666666666667,9,0.2631578947368421,0,23.0,0,0.6842105263157895,690.875,0
26,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,Low,Male,37,High,1,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Outstanding,High,1,1.0,0,Good,1,1,0,0,1188.5,2.25,0.0,0,0.5,0,0.5,0,0.0,1188.5,0
41,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,Very High,Male,95,Medium,2,Manufacturing Director,Medium,Single,6032,10110,6,Yes,15,Excellent,Very High,0,8.0,3,Better,5,4,1,2,1005.3333333333334,3.25,0.2222222222222222,6,0.6666666666666666,1,1.1428571428571428,3,0.16666666666666666,670.2222222222222,6
35,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,Very High,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0,No,15,Excellent,High,0,6.0,2,Better,5,4,4,3,705.0,3.25,0.42857142857142855,2,0.16666666666666666,0,6.0,0,0.6666666666666666,604.2857142857143,0
57,Travel_Rarely,593,Research & Development,1,Master,Medical,Very High,Male,88,High,2,Healthcare Representative,High,Married,6755,2967,2,No,11,Excellent,High,0,15.0,2,Better,3,2,1,2,1688.75,3.25,0.125,6,0.5,0,5.0,0,0.25,422.1875,0
31,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,High,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,No,19,Excellent,Medium,0,10.0,2,Better,10,9,1,8,619.2727272727273,2.25,0.7272727272727273,4,0.8181818181818182,0,5.0,0,0.09090909090909091,619.2727272727273,0
59,Non-Travel,1420,Human Resources,2,Master,Human Resources,High,Female,32,Medium,5,Manager,Very High,Married,16581,21922,9,No,21,Outstanding,Very High,1,28.5,3,Better,3,2,2,2,4145.25,3.5,0.06779661016949153,6,0.25,0,2.85,0,0.5,562.0677966101695,0
34,Travel_Rarely,943,Research & Development,9,Bachelor,Life Sciences,Very High,Male,86,High,3,Healthcare Representative,Very High,Divorced,8500,5494,0,No,11,Excellent,Very High,1,10.0,0,Good,9,7,1,6,850.0,3.5,0.5454545454545454,0,0.8,0,10.0,0,0.1,772.7272727272727,0
40,Travel_Rarely,905,Research & Development,19,College,Medical,High,Male,99,High,2,Laboratory Technician,Very High,Married,2741,16523,8,Yes,15,Excellent,High,1,15.0,2,Best,7,2,3,7,342.625,3.5,0.4375,6,0.5,1,1.6666666666666667,1,0.375,171.3125,19
34,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,Low,Male,45,High,2,Healthcare Representative,Very High,Single,7756,22266,0,No,17,Excellent,High,0,7.0,1,Good,6,2,0,4,1108.0,2.5,0.5,3,0.8571428571428571,0,7.0,0,0.0,969.5,0
41,Travel_Frequently,840,Research & Development,9,Bachelor,Medical,Low,Male,64,High,5,Research Director,High,Divorced,16581,3735,2,No,17,Excellent,Medium,1,21.0,2,Best,18,16,0,11,872.6842105263158,2.5,0.5,6,0.9473684210526315,0,7.0,0,0.0,753.6818181818181,0
35,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,Very High,Male,86,High,3,Sales Executive,Low,Single,9582,10333,0,Yes,22,Outstanding,Low,0,9.0,2,Better,8,7,4,7,1064.6666666666667,2.25,0.7,6,0.4444444444444444,1,9.0,4,0.4444444444444444,958.2,4
